ticker,group,date,close,r20,r60,r120,rs20,rs60,rs120,ema20,sma50,sma120,atr14,atr_pct,vol20_ann,dist_ema_atr,from_high120,high20_prev,breakout_trigger,pullback_low,pullback_high,stop_ref,stop_pct,adtv20,trend_aligned,rank20,w20,rank60,w60,rank120,w120,score,setup
EFA,International,2026-09-25,105.56,-0.02277356045176815,0.02465540671714228,0.08874848869860252,-0.025581557547655565,-0.012226762560972215,-0.0877905609980969,106.093594489384,106.419,103.91684220140834,1.2528500000000011,0.011868605532398647,0.13267809582432527,-0.4259045291806683,-0.03058132059876939,108.74,108.865285,105.467169489384,106.720019489384,103.278575,-0.02161258999621063,1231624269.4695,False,0.5352112676056338,0.16056338028169012,0.6056338028169014,0.24225352112676057,0.5492957746478874,0.1647887323943662,56.760563380281695,Avoid / broken
VTV,Factor,2026-09-25,220.81,-0.0205810601020181,0.01577882049866597,0.12160691283137393,-0.023389057197905516,-0.021103348779448527,-0.0549321368653255,222.5262001909577,223.3168,215.57461909638332,1.6774000000000018,0.007596576242018032,0.0796449123858558,-1.0231311499688156,-0.033948098937084836,227.058341,227.22608100000002,221.6875001909577,223.36490019095768,218.62130000000002,-0.009912141660250784,501317055.3205,False,0.5492957746478874,0.1647887323943662,0.5352112676056338,0.2140845070422535,0.6197183098591549,0.18591549295774645,56.47887323943661,Avoid / broken
GDXJ,RealAsset,2026-09-25,121.11,-0.10149120854662808,0.23518612952575224,-0.0009074410163338875,-0.10429920564251549,0.19830396024763774,-0.1774464907130333,123.21526447752989,116.9226,114.55558333333333,4.612500000000002,0.038085211790933875,0.4954802247290863,-0.45642590298750896,-0.11307213474917621,136.2,136.66125,120.90901447752988,125.52151447752989,113.54374999999999,-0.06247419701098189,505936126.258,False,0.056338028169014086,0.016901408450704224,0.971830985915493,0.3887323943661972,0.2535211267605634,0.07605633802816901,51.16901408450705,Avoid / broken
GDX,RealAsset,2026-09-25,92.87,-0.10434950332722537,0.2371120287731452,-0.010125772756341855,-0.10715750042311278,0.2002298594950307,-0.18666482245304128,95.03608998657599,90.01180000000001,87.66825,3.1661285714285716,0.03409204879324401,0.41473273191957005,-0.684144669967914,-0.12113182549446389,104.78,105.09661285714286,93.4530257008617,96.61915427229027,89.26693571428571,-0.03879685889646056,2104554903.7399998,False,0.04225352112676056,0.012676056338028168,0.9859154929577465,0.3943661971830986,0.23943661971830985,0.07183098591549295,50.887323943661976,Avoid / broken
DIA,Broad,2026-09-25,517.49,-0.030897226218485008,-0.006010081417070046,0.11657925108329725,-0.03370522331437242,-0.04289225069518454,-0.05995979861340217,521.209506579763,526.27113466934,512.1880749040333,5.261419603857125,0.010167190871045093,0.11532363538591649,-0.7069397348647573,-0.05054732319389055,536.492997842,537.0191398023858,518.5787967778344,523.8402163816916,507.78929019807146,-0.01874569518624236,1779528747.1563118,False,0.4647887323943662,0.13943661971830984,0.4647887323943662,0.18591549295774648,0.6056338028169014,0.1816901408450704,50.70422535211267,Avoid / broken
FXI,International,2026-09-25,33.96,-0.036322360953461974,0.06224585548952155,-0.037540976970646844,-0.03913035804934939,0.025363686211407055,-0.21408002666734627,34.67882238630241,35.2044,35.13199122724167,0.4632142857142862,0.013639996634696295,0.17750977055117975,-1.551813941130868,-0.10781177917403384,35.905,35.95132142857143,34.447215243445264,34.91042952915955,33.58839285714286,-0.010942495372707417,589419103.1114999,False,0.38028169014084506,0.11408450704225351,0.7746478873239436,0.3098591549295775,0.14084507042253522,0.04225352112676056,49.61971830985915,Avoid / broken
ROBO,Industry,2026-09-25,81.06,-0.013748631220343088,-0.05070851387750319,0.15965665236051496,-0.016556628316230504,-0.08759068315561769,-0.016882397336184463,79.8796448308754,80.4292,81.73883333333333,1.3287571428571425,0.016392266751260084,0.21261157839735081,0.8883152015172258,-0.10440835266821347,82.41,82.54287571428571,79.21526625944684,80.54402340230398,75.88562142857143,-0.0638339325367453,10959093.844,False,0.6056338028169014,0.1816901408450704,0.2535211267605634,0.10140845070422536,0.6901408450704225,0.20704225352112673,49.01408450704224,Avoid / broken
UNG,RealAsset,2026-09-25,11.13,0.06711409395973167,-0.03385416666666652,-0.02110817941952492,0.06430609686384425,-0.07073633594478101,-0.19764722911622434,10.589969037064256,10.2824,10.789583333333333,0.3653714285714287,0.03282762161468362,0.4068723343937593,1.478032820046221,-0.08994276369582987,11.67,11.706537142857142,10.407283322778541,10.77265475134997,10.047314285714286,-0.09727634450006417,256944315.0305,False,0.971830985915493,0.2915492957746479,0.323943661971831,0.12957746478873242,0.22535211267605634,0.0676056338028169,48.87323943661972,Avoid / broken
USMV,Factor,2026-09-25,98.34,-0.03252435508970031,0.018300818128425878,0.059430686149400946,-0.03533235218558772,-0.01858135114968862,-0.11710836354729848,99.20915273738511,99.27732321734,96.70246980796666,0.7118996705000009,0.007239166875127119,0.08438185526579417,-1.2208921754025537,-0.03470143558911454,101.875216255,101.94640622205,98.85320290213511,99.56510257263511,97.64405016475,-0.007076976156701331,162976964.14639574,False,0.4225352112676056,0.1267605633802817,0.5492957746478874,0.21971830985915497,0.4647887323943662,0.13943661971830984,48.59154929577465,Avoid / broken
SHY,Bond,2026-09-25,81.21,-0.00709846903548772,-0.0016796498455422526,0.0017688298470435182,-0.009906466131375136,-0.03856181912365675,-0.1747702198496559,81.37774371892371,81.53470817848,81.38800440941667,0.1182142857142858,0.0014556616883916488,0.017655138853139008,-1.4189800996568174,-0.007884566466790144,81.840438988,81.85226041657143,81.31863657606657,81.43685086178085,80.99089285714285,-0.0026980315583935432,402693601.3631085,False,0.6619718309859155,0.19859154929577463,0.4788732394366197,0.19154929577464788,0.28169014084507044,0.08450704225352113,47.46478873239436,Avoid / broken
